step_id,process_id,product_id,step_name,step_type,responsible_dept,responsible_person,predecessor_steps,planned_duration,actual_duration,start_time,end_time,status
PROD0019_V1_STEP004,PROD0019_V1,PROD0019,清算数据接收,清算,清算部,清算部_5号员工,STEP003,2.0,1.36,2023-05-31 11:01:14,2023-05-31 12:22:52,已完成
PROD0019_V1_STEP005,PROD0019_V1,PROD0019,清算处理,清算,清算部,清算部_3号员工,STEP004,3.0,2.49,2023-05-31 12:22:52,2023-05-31 14:52:00,已完成
PROD0019_V1_STEP006,PROD0019_V1,PROD0019,托管行清算核对,清算,清算部,清算部_4号员工,STEP005,2.0,1.35,2023-05-31 14:52:00,2023-05-31 16:13:16,已完成
PROD0019_V1_STEP007,PROD0019_V1,PROD0019,估值数据准备,估值,估值部,估值部_2号员工,STEP006,2.0,1.46,2023-05-31 16:13:16,2023-05-31 17:40:58,有问题
PROD0019_V1_STEP008,PROD0019_V1,PROD0019,估值计算,估值,估值部,估值部_4号员工,STEP007,3.0,2.65,2023-05-31 17:40:58,2023-05-31 20:19:48,已完成
PROD0019_V1_STEP009,PROD0019_V1,PROD0019,托管行估值核对,估值,估值部,估值部_1号员工,STEP008,2.0,1.45,2023-05-31 20:19:48,2023-05-31 21:46:52,已完成
PROD0019_V1_STEP010,PROD0019_V1,PROD0019,估值结果确认,估值,估值部,估值部_1号员工,STEP009,1.0,0.71,2023-05-31 21:46:52,2023-05-31 22:29:30,已完成
PROD0019_V1_STEP011,PROD0019_V1,PROD0019,信息披露准备,披露,披露部,披露部_5号员工,STEP010,2.0,0.82,2023-05-31 22:29:30,2023-05-31 23:18:41,已完成
PROD0019_V1_STEP012,PROD0019_V1,PROD0019,信息披露审核,披露,披露部,披露部_1号员工,STEP011,2.0,1.05,2023-05-31 23:18:41,2023-06-01 00:21:27,已完成
PROD0019_V1_STEP013,PROD0019_V1,PROD0019,信息披露发布,披露,披露部,披露部_3号员工,STEP012,1.0,0.41,2023-06-01 00:21:27,2023-06-01 00:46:01,已完成
PROD0020_V1_STEP001,PROD0020_V1,PROD0020,交易指令接收,交易,交易部,交易部_3号员工,,0.5,0.31,2023-07-04 09:00:00,2023-07-04 09:18:38,已完成
PROD0020_V1_STEP002,PROD0020_V1,PROD0020,交易执行,交易,交易部,交易部_2号员工,STEP001,1.0,0.43,2023-07-04 09:18:38,2023-07-04 09:44:12,已完成
PROD0020_V1_STEP003,PROD0020_V1,PROD0020,清算处理,清算,清算部,清算部_4号员工,STEP002,1.0,0.55,2023-07-04 09:44:12,2023-07-04 10:17:00,有问题
PROD0020_V1_STEP004,PROD0020_V1,PROD0020,估值计算,估值,估值部,估值部_3号员工,STEP003,1.0,0.51,2023-07-04 10:17:00,2023-07-04 10:47:35,已完成
PROD0020_V1_STEP005,PROD0020_V1,PROD0020,托管行核对,估值,估值部,估值部_1号员工,STEP004,1.0,0.44,2023-07-04 10:47:35,2023-07-04 11:13:55,已完成
PROD0020_V1_STEP006,PROD0020_V1,PROD0020,信息披露,披露,披露部,披露部_1号员工,STEP005,0.5,0.39,2023-07-04 11:13:55,2023-07-04 11:37:31,已完成
PROD0020_V2_STEP001,PROD0020_V2,PROD0020,交易指令接收,交易,交易部,交易部_2号员工,,0.5,0.25,2023-05-13 09:00:00,2023-05-13 09:14:42,已完成
PROD0020_V2_STEP002,PROD0020_V2,PROD0020,交易执行,交易,交易部,交易部_1号员工,STEP001,1.0,0.4,2023-05-13 09:14:42,2023-05-13 09:38:55,已完成
PROD0020_V2_STEP003,PROD0020_V2,PROD0020,清算处理,清算,清算部,清算部_3号员工,STEP002,1.0,0.44,2023-05-13 09:38:55,2023-05-13 10:05:13,有问题
PROD0020_V2_STEP004,PROD0020_V2,PROD0020,估值计算,估值,估值部,估值部_3号员工,STEP003,1.0,0.42,2023-05-13 10:05:13,2023-05-13 10:30:22,有问题
PROD0020_V2_STEP005,PROD0020_V2,PROD0020,托管行核对,估值,估值部,估值部_2号员工,STEP004,1.0,0.58,2023-05-13 10:30:22,2023-05-13 11:04:56,已完成
PROD0020_V2_STEP006,PROD0020_V2,PROD0020,信息披露,披露,披露部,披露部_1号员工,STEP005,0.5,0.41,2023-05-13 11:04:56,2023-05-13 11:29:47,已完成
PROD0021_V1_STEP001,PROD0021_V1,PROD0021,交易指令接收,交易,交易部,交易部_3号员工,,0.5,0.45,2023-07-31 09:00:00,2023-07-31 09:26:47,有问题
PROD0021_V1_STEP002,PROD0021_V1,PROD0021,交易执行,交易,交易部,交易部_1号员工,STEP001,1.0,0.75,2023-07-31 09:26:47,2023-07-31 10:11:46,已完成
PROD0021_V1_STEP003,PROD0021_V1,PROD0021,清算处理,清算,清算部,清算部_5号员工,STEP002,1.0,0.41,2023-07-31 10:11:46,2023-07-31 10:36:08,已完成
PROD0021_V1_STEP004,PROD0021_V1,PROD0021,估值计算,估值,估值部,估值部_4号员工,STEP003,1.0,0.49,2023-07-31 10:36:08,2023-07-31 11:05:43,已完成
PROD0021_V1_STEP005,PROD0021_V1,PROD0021,托管行核对,估值,估值部,估值部_1号员工,STEP004,1.0,0.68,2023-07-31 11:05:43,2023-07-31 11:46:33,有问题
PROD0021_V1_STEP006,PROD0021_V1,PROD0021,信息披露,披露,披露部,披露部_3号员工,STEP005,0.5,0.33,2023-07-31 11:46:33,2023-07-31 12:06:31,已完成
PROD0022_V1_STEP001,PROD0022_V1,PROD0022,交易指令接收,交易,交易部,交易部_4号员工,,1.0,0.52,2023-08-03 09:00:00,2023-08-03 09:31:07,已完成
PROD0022_V1_STEP002,PROD0022_V1,PROD0022,交易执行,交易,交易部,交易部_5号员工,STEP001,2.0,1.07,2023-08-03 09:31:07,2023-08-03 10:35:03,已完成
PROD0022_V1_STEP003,PROD0022_V1,PROD0022,清算处理,清算,清算部,清算部_2号员工,STEP002,2.0,1.76,2023-08-03 10:35:03,2023-08-03 12:20:56,已完成
PROD0022_V1_STEP004,PROD0022_V1,PROD0022,托管行清算核对,清算,清算部,清算部_1号员工,STEP003,2.0,0.97,2023-08-03 12:20:56,2023-08-03 13:19:21,已完成
PROD0022_V1_STEP005,PROD0022_V1,PROD0022,估值计算,估值,估值部,估值部_4号员工,STEP004,2.0,1.92,2023-08-03 13:19:21,2023-08-03 15:14:16,有问题
PROD0022_V1_STEP006,PROD0022_V1,PROD0022,托管行估值核对,估值,估值部,估值部_2号员工,STEP005,2.0,1.29,2023-08-03 15:14:16,2023-08-03 16:31:53,已完成
PROD0022_V1_STEP007,PROD0022_V1,PROD0022,信息披露,披露,披露部,披露部_4号员工,STEP006,1.0,0.5,2023-08-03 16:31:53,2023-08-03 17:02:03,已完成
PROD0023_V1_STEP001,PROD0023_V1,PROD0023,交易指令接收,交易,交易部,交易部_3号员工,,1.0,0.49,2023-08-26 09:00:00,2023-08-26 09:29:34,有问题
PROD0023_V1_STEP002,PROD0023_V1,PROD0023,交易执行,交易,交易部,交易部_2号员工,STEP001,2.0,1.03,2023-08-26 09:29:34,2023-08-26 10:31:28,已完成
PROD0023_V1_STEP003,PROD0023_V1,PROD0023,交易确认,交易,交易部,交易部_3号员工,STEP002,1.0,0.58,2023-08-26 10:31:28,2023-08-26 11:06:07,已完成
PROD0023_V1_STEP004,PROD0023_V1,PROD0023,清算数据接收,清算,清算部,清算部_2号员工,STEP003,2.0,0.97,2023-08-26 11:06:07,2023-08-26 12:04:11,已完成
PROD0023_V1_STEP005,PROD0023_V1,PROD0023,清算处理,清算,清算部,清算部_4号员工,STEP004,2.0,1.93,2023-08-26 12:04:11,2023-08-26 13:59:58,已完成
PROD0023_V1_STEP006,PROD0023_V1,PROD0023,托管行清算核对,清算,清算部,清算部_3号员工,STEP005,2.0,1.46,2023-08-26 13:59:58,2023-08-26 15:27:27,已完成
PROD0023_V1_STEP007,PROD0023_V1,PROD0023,估值数据准备,估值,估值部,估值部_4号员工,STEP006,1.0,0.54,2023-08-26 15:27:27,2023-08-26 15:59:46,已完成
PROD0023_V1_STEP008,PROD0023_V1,PROD0023,估值计算,估值,估值部,估值部_1号员工,STEP007,2.0,1.8,2023-08-26 15:59:46,2023-08-26 17:47:49,已完成
PROD0023_V1_STEP009,PROD0023_V1,PROD0023,托管行估值核对,估值,估值部,估值部_1号员工,STEP008,2.0,1.27,2023-08-26 17:47:49,2023-08-26 19:04:07,已完成
PROD0023_V1_STEP010,PROD0023_V1,PROD0023,估值结果确认,估值,估值部,估值部_3号员工,STEP009,1.0,0.67,2023-08-26 19:04:07,2023-08-26 19:44:19,有问题
PROD0023_V1_STEP011,PROD0023_V1,PROD0023,信息披露准备,披露,披露部,披露部_5号员工,STEP010,1.0,0.66,2023-08-26 19:44:19,2023-08-26 20:23:38,已完成
PROD0023_V1_STEP012,PROD0023_V1,PROD0023,信息披露发布,披露,披露部,披露部_4号员工,STEP011,1.0,0.49,2023-08-26 20:23:38,2023-08-26 20:52:49,已完成
PROD0023_V2_STEP001,PROD0023_V2,PROD0023,交易指令接收,交易,交易部,交易部_1号员工,,1.0,0.62,2023-06-12 09:00:00,2023-06-12 09:36:58,已完成
PROD0023_V2_STEP002,PROD0023_V2,PROD0023,交易执行,交易,交易部,交易部_1号员工,STEP001,2.0,0.87,2023-06-12 09:36:58,2023-06-12 10:28:59,已完成
PROD0023_V2_STEP003,PROD0023_V2,PROD0023,交易确认,交易,交易部,交易部_4号员工,STEP002,1.0,0.57,2023-06-12 10:28:59,2023-06-12 11:03:02,有问题
PROD0023_V2_STEP004,PROD0023_V2,PROD0023,清算数据接收,清算,清算部,清算部_3号员工,STEP003,2.0,1.07,2023-06-12 11:03:02,2023-06-12 12:07:09,已完成
PROD0023_V2_STEP005,PROD0023_V2,PROD0023,清算处理,清算,清算部,清算部_4号员工,STEP004,2.0,1.67,2023-06-12 12:07:09,2023-06-12 13:47:20,有问题
PROD0023_V2_STEP006,PROD0023_V2,PROD0023,托管行清算核对,清算,清算部,清算部_1号员工,STEP005,2.0,1.45,2023-06-12 13:47:20,2023-06-12 15:14:17,有问题
PROD0023_V2_STEP007,PROD0023_V2,PROD0023,估值数据准备,估值,估值部,估值部_4号员工,STEP006,1.0,0.67,2023-06-12 15:14:17,2023-06-12 15:54:22,有问题
PROD0023_V2_STEP008,PROD0023_V2,PROD0023,估值计算,估值,估值部,估值部_5号员工,STEP007,2.0,1.49,2023-06-12 15:54:22,2023-06-12 17:23:50,有问题
PROD0023_V2_STEP009,PROD0023_V2,PROD0023,托管行估值核对,估值,估值部,估值部_1号员工,STEP008,2.0,0.82,2023-06-12 17:23:50,2023-06-12 18:12:52,已完成
PROD0023_V2_STEP010,PROD0023_V2,PROD0023,估值结果确认,估值,估值部,估值部_4号员工,STEP009,1.0,0.48,2023-06-12 18:12:52,2023-06-12 18:41:37,已完成
PROD0023_V2_STEP011,PROD0023_V2,PROD0023,信息披露准备,披露,披露部,披露部_3号员工,STEP010,1.0,0.74,2023-06-12 18:41:37,2023-06-12 19:25:44,已完成
PROD0023_V2_STEP012,PROD0023_V2,PROD0023,信息披露发布,披露,披露部,披露部_3号员工,STEP011,1.0,0.5,2023-06-12 19:25:44,2023-06-12 19:55:46,已完成
PROD0024_V1_STEP001,PROD0024_V1,PROD0024,交易指令接收,交易,交易部,交易部_4号员工,,1.0,0.54,2023-03-11 09:00:00,2023-03-11 09:32:31,有问题
PROD0024_V1_STEP002,PROD0024_V1,PROD0024,交易执行,交易,交易部,交易部_1号员工,STEP001,2.0,1.4,2023-03-11 09:32:31,2023-03-11 10:56:23,有问题
PROD0024_V1_STEP003,PROD0024_V1,PROD0024,清算处理,清算,清算部,清算部_4号员工,STEP002,2.0,1.9,2023-03-11 10:56:23,2023-03-11 12:50:28,有问题
PROD0024_V1_STEP004,PROD0024_V1,PROD0024,托管行清算核对,清算,清算部,清算部_5号员工,STEP003,2.0,1.18,2023-03-11 12:50:28,2023-03-11 14:01:04,有问题
PROD0024_V1_STEP005,PROD0024_V1,PROD0024,估值计算,估值,估值部,估值部_1号员工,STEP004,2.0,2.23,2023-03-11 14:01:04,2023-03-11 16:14:49,有问题
PROD0024_V1_STEP006,PROD0024_V1,PROD0024,托管行估值核对,估值,估值部,估值部_2号员工,STEP005,2.0,1.19,2023-03-11 16:14:49,2023-03-11 17:26:10,已完成
PROD0024_V1_STEP007,PROD0024_V1,PROD0024,信息披露,披露,披露部,披露部_2号员工,STEP006,1.0,0.58,2023-03-11 17:26:10,2023-03-11 18:00:46,已完成
PROD0024_V2_STEP001,PROD0024_V2,PROD0024,交易指令接收,交易,交易部,交易部_4号员工,,1.0,0.58,2023-11-11 09:00:00,2023-11-11 09:34:44,已完成
PROD0024_V2_STEP002,PROD0024_V2,PROD0024,交易执行,交易,交易部,交易部_5号员工,STEP001,2.0,1.2,2023-11-11 09:34:44,2023-11-11 10:46:59,有问题
PROD0024_V2_STEP003,PROD0024_V2,PROD0024,清算处理,清算,清算部,清算部_1号员工,STEP002,2.0,2.18,2023-11-11 10:46:59,2023-11-11 12:58:03,已完成
PROD0024_V2_STEP004,PROD0024_V2,PROD0024,托管行清算核对,清算,清算部,清算部_2号员工,STEP003,2.0,1.46,2023-11-11 12:58:03,2023-11-11 14:25:31,已完成
PROD0024_V2_STEP005,PROD0024_V2,PROD0024,估值计算,估值,估值部,估值部_2号员工,STEP004,2.0,1.93,2023-11-11 14:25:31,2023-11-11 16:21:21,已完成
PROD0024_V2_STEP006,PROD0024_V2,PROD0024,托管行估值核对,估值,估值部,估值部_1号员工,STEP005,2.0,0.85,2023-11-11 16:21:21,2023-11-11 17:12:25,有问题
PROD0024_V2_STEP007,PROD0024_V2,PROD0024,信息披露,披露,披露部,披露部_3号员工,STEP006,1.0,0.68,2023-11-11 17:12:25,2023-11-11 17:53:07,已完成
PROD0025_V1_STEP001,PROD0025_V1,PROD0025,交易指令接收,交易,交易部,交易部_3号员工,,0.5,0.43,2023-03-06 09:00:00,2023-03-06 09:25:34,已完成
PROD0025_V1_STEP002,PROD0025_V1,PROD0025,交易执行,交易,交易部,交易部_1号员工,STEP001,1.0,0.67,2023-03-06 09:25:34,2023-03-06 10:05:39,已完成
PROD0025_V1_STEP003,PROD0025_V1,PROD0025,清算处理,清算,清算部,清算部_3号员工,STEP002,1.0,0.63,2023-03-06 10:05:39,2023-03-06 10:43:18,已完成
PROD0025_V1_STEP004,PROD0025_V1,PROD0025,估值计算,估值,估值部,估值部_2号员工,STEP003,1.0,0.69,2023-03-06 10:43:18,2023-03-06 11:24:43,有问题
PROD0025_V1_STEP005,PROD0025_V1,PROD0025,托管行核对,估值,估值部,估值部_5号员工,STEP004,1.0,0.74,2023-03-06 11:24:43,2023-03-06 12:09:18,已完成
PROD0025_V1_STEP006,PROD0025_V1,PROD0025,信息披露,披露,披露部,披露部_4号员工,STEP005,0.5,0.26,2023-03-06 12:09:18,2023-03-06 12:25:11,有问题
PROD0026_V1_STEP001,PROD0026_V1,PROD0026,交易指令接收,交易,交易部,交易部_4号员工,,1.0,0.7,2023-04-30 09:00:00,2023-04-30 09:41:46,已完成
PROD0026_V1_STEP002,PROD0026_V1,PROD0026,交易执行,交易,交易部,交易部_2号员工,STEP001,2.0,1.29,2023-04-30 09:41:46,2023-04-30 10:59:09,已完成
PROD0026_V1_STEP003,PROD0026_V1,PROD0026,交易确认,交易,交易部,交易部_4号员工,STEP002,1.0,0.64,2023-04-30 10:59:09,2023-04-30 11:37:32,已完成
PROD0026_V1_STEP004,PROD0026_V1,PROD0026,清算数据接收,清算,清算部,清算部_2号员工,STEP003,2.0,1.24,2023-04-30 11:37:32,2023-04-30 12:51:41,有问题
PROD0026_V1_STEP005,PROD0026_V1,PROD0026,清算处理,清算,清算部,清算部_3号员工,STEP004,3.0,2.65,2023-04-30 12:51:41,2023-04-30 15:30:36,已完成
PROD0026_V1_STEP006,PROD0026_V1,PROD0026,托管行清算核对,清算,清算部,清算部_5号员工,STEP005,2.0,1.45,2023-04-30 15:30:36,2023-04-30 16:57:23,已完成
PROD0026_V1_STEP007,PROD0026_V1,PROD0026,估值数据准备,估值,估值部,估值部_4号员工,STEP006,2.0,1.28,2023-04-30 16:57:23,2023-04-30 18:13:57,已完成
PROD0026_V1_STEP008,PROD0026_V1,PROD0026,估值计算,估值,估值部,估值部_5号员工,STEP007,3.0,2.58,2023-04-30 18:13:57,2023-04-30 20:48:35,已完成
PROD0026_V1_STEP009,PROD0026_V1,PROD0026,托管行估值核对,估值,估值部,估值部_3号员工,STEP008,2.0,2.2,2023-04-30 20:48:35,2023-04-30 23:00:33,有问题
PROD0026_V1_STEP010,PROD0026_V1,PROD0026,估值结果确认,估值,估值部,估值部_3号员工,STEP009,1.0,0.61,2023-04-30 23:00:33,2023-04-30 23:36:56,已完成
PROD0026_V1_STEP011,PROD0026_V1,PROD0026,信息披露准备,披露,披露部,披露部_3号员工,STEP010,2.0,1.45,2023-04-30 23:36:56,2023-05-01 01:04:09,有问题
PROD0026_V1_STEP012,PROD0026_V1,PROD0026,信息披露审核,披露,披露部,披露部_4号员工,STEP011,2.0,1.19,2023-05-01 01:04:09,2023-05-01 02:15:48,已完成
PROD0026_V1_STEP013,PROD0026_V1,PROD0026,信息披露发布,披露,披露部,披露部_2号员工,STEP012,1.0,0.45,2023-05-01 02:15:48,2023-05-01 02:42:58,已完成
PROD0026_V2_STEP001,PROD0026_V2,PROD0026,交易指令接收,交易,交易部,交易部_4号员工,,1.0,0.5,2023-09-27 09:00:00,2023-09-27 09:30:05,已完成
PROD0026_V2_STEP002,PROD0026_V2,PROD0026,交易执行,交易,交易部,交易部_2号员工,STEP001,2.0,0.81,2023-09-27 09:30:05,2023-09-27 10:18:32,已完成
PROD0026_V2_STEP003,PROD0026_V2,PROD0026,交易确认,交易,交易部,交易部_2号员工,STEP002,1.0,0.67,2023-09-27 10:18:32,2023-09-27 10:58:36,有问题
PROD0026_V2_STEP004,PROD0026_V2,PROD0026,清算数据接收,清算,清算部,清算部_1号员工,STEP003,2.0,1.41,2023-09-27 10:58:36,2023-09-27 12:23:24,有问题
PROD0026_V2_STEP005,PROD0026_V2,PROD0026,清算处理,清算,清算部,清算部_2号员工,STEP004,3.0,2.15,2023-09-27 12:23:24,2023-09-27 14:32:11,有问题
PROD0026_V2_STEP006,PROD0026_V2,PROD0026,托管行清算核对,清算,清算部,清算部_1号员工,STEP005,2.0,1.02,2023-09-27 14:32:11,2023-09-27 15:33:32,已完成
PROD0026_V2_STEP007,PROD0026_V2,PROD0026,估值数据准备,估值,估值部,估值部_1号员工,STEP006,2.0,0.98,2023-09-27 15:33:32,2023-09-27 16:32:28,有问题
PROD0026_V2_STEP008,PROD0026_V2,PROD0026,估值计算,估值,估值部,估值部_4号员工,STEP007,3.0,1.83,2023-09-27 16:32:28,2023-09-27 18:22:06,已完成
PROD0026_V2_STEP009,PROD0026_V2,PROD0026,托管行估值核对,估值,估值部,估值部_1号员工,STEP008,2.0,1.69,2023-09-27 18:22:06,2023-09-27 20:03:29,已完成
PROD0026_V2_STEP010,PROD0026_V2,PROD0026,估值结果确认,估值,估值部,估值部_5号员工,STEP009,1.0,0.68,2023-09-27 20:03:29,2023-09-27 20:44:22,已完成
PROD0026_V2_STEP011,PROD0026_V2,PROD0026,信息披露准备,披露,披露部,披露部_3号员工,STEP010,2.0,0.97,2023-09-27 20:44:22,2023-09-27 21:42:41,有问题
PROD0026_V2_STEP012,PROD0026_V2,PROD0026,信息披露审核,披露,披露部,披露部_1号员工,STEP011,2.0,1.03,2023-09-27 21:42:41,2023-09-27 22:44:38,已完成
PROD0026_V2_STEP013,PROD0026_V2,PROD0026,信息披露发布,披露,披露部,披露部_5号员工,STEP012,1.0,0.7,2023-09-27 22:44:38,2023-09-27 23:26:45,已完成
PROD0027_V1_STEP001,PROD0027_V1,PROD0027,交易指令接收,交易,交易部,交易部_4号员工,,1.0,0.56,2023-04-24 09:00:00,2023-04-24 09:33:35,已完成
PROD0027_V1_STEP002,PROD0027_V1,PROD0027,交易执行,交易,交易部,交易部_1号员工,STEP001,2.0,0.89,2023-04-24 09:33:35,2023-04-24 10:26:59,已完成
PROD0027_V1_STEP003,PROD0027_V1,PROD0027,交易确认,交易,交易部,交易部_1号员工,STEP002,1.0,0.48,2023-04-24 10:26:59,2023-04-24 10:55:37,有问题
PROD0027_V1_STEP004,PROD0027_V1,PROD0027,清算数据接收,清算,清算部,清算部_1号员工,STEP003,2.0,0.92,2023-04-24 10:55:37,2023-04-24 11:50:48,已完成
PROD0027_V1_STEP005,PROD0027_V1,PROD0027,清算处理,清算,清算部,清算部_2号员工,STEP004,2.0,1.98,2023-04-24 11:50:48,2023-04-24 13:49:49,已完成
PROD0027_V1_STEP006,PROD0027_V1,PROD0027,托管行清算核对,清算,清算部,清算部_1号员工,STEP005,2.0,1.46,2023-04-24 13:49:49,2023-04-24 15:17:34,已完成
PROD0027_V1_STEP007,PROD0027_V1,PROD0027,估值数据准备,估值,估值部,估值部_2号员工,STEP006,1.0,0.59,2023-04-24 15:17:34,2023-04-24 15:52:46,已完成
PROD0027_V1_STEP008,PROD0027_V1,PROD0027,估值计算,估值,估值部,估值部_1号员工,STEP007,2.0,1.91,2023-04-24 15:52:46,2023-04-24 17:47:39,有问题
PROD0027_V1_STEP009,PROD0027_V1,PROD0027,托管行估值核对,估值,估值部,估值部_4号员工,STEP008,2.0,1.33,2023-04-24 17:47:39,2023-04-24 19:07:39,已完成
PROD0027_V1_STEP010,PROD0027_V1,PROD0027,估值结果确认,估值,估值部,估值部_5号员工,STEP009,1.0,0.7,2023-04-24 19:07:39,2023-04-24 19:49:29,已完成
PROD0027_V1_STEP011,PROD0027_V1,PROD0027,信息披露准备,披露,披露部,披露部_4号员工,STEP010,1.0,0.62,2023-04-24 19:49:29,2023-04-24 20:26:46,已完成
PROD0027_V1_STEP012,PROD0027_V1,PROD0027,信息披露发布,披露,披露部,披露部_4号员工,STEP011,1.0,0.7,2023-04-24 20:26:46,2023-04-24 21:08:46,已完成
PROD0028_V1_STEP001,PROD0028_V1,PROD0028,交易指令接收,交易,交易部,交易部_4号员工,,1.0,0.69,2023-01-16 09:00:00,2023-01-16 09:41:21,已完成
PROD0028_V1_STEP002,PROD0028_V1,PROD0028,交易执行,交易,交易部,交易部_5号员工,STEP001,2.0,0.84,2023-01-16 09:41:21,2023-01-16 10:32:01,有问题
PROD0028_V1_STEP003,PROD0028_V1,PROD0028,交易确认,交易,交易部,交易部_4号员工,STEP002,1.0,0.58,2023-01-16 10:32:01,2023-01-16 11:06:57,已完成
PROD0028_V1_STEP004,PROD0028_V1,PROD0028,清算数据接收,清算,清算部,清算部_5号员工,STEP003,2.0,1.01,2023-01-16 11:06:57,2023-01-16 12:07:49,已完成
PROD0028_V1_STEP005,PROD0028_V1,PROD0028,清算处理,清算,清算部,清算部_1号员工,STEP004,2.0,2.02,2023-01-16 12:07:49,2023-01-16 14:08:43,有问题
PROD0028_V1_STEP006,PROD0028_V1,PROD0028,托管行清算核对,清算,清算部,清算部_3号员工,STEP005,2.0,1.2,2023-01-16 14:08:43,2023-01-16 15:20:42,已完成
PROD0028_V1_STEP007,PROD0028_V1,PROD0028,估值数据准备,估值,估值部,估值部_1号员工,STEP006,1.0,0.48,2023-01-16 15:20:42,2023-01-16 15:49:40,已完成
PROD0028_V1_STEP008,PROD0028_V1,PROD0028,估值计算,估值,估值部,估值部_5号员工,STEP007,2.0,1.66,2023-01-16 15:49:40,2023-01-16 17:29:02,已完成
PROD0028_V1_STEP009,PROD0028_V1,PROD0028,托管行估值核对,估值,估值部,估值部_4号员工,STEP008,2.0,0.85,2023-01-16 17:29:02,2023-01-16 18:19:58,有问题
PROD0028_V1_STEP010,PROD0028_V1,PROD0028,估值结果确认,估值,估值部,估值部_1号员工,STEP009,1.0,0.41,2023-01-16 18:19:58,2023-01-16 18:44:52,已完成
PROD0028_V1_STEP011,PROD0028_V1,PROD0028,信息披露准备,披露,披露部,披露部_5号员工,STEP010,1.0,0.43,2023-01-16 18:44:52,2023-01-16 19:10:32,已完成
PROD0028_V1_STEP012,PROD0028_V1,PROD0028,信息披露发布,披露,披露部,披露部_4号员工,STEP011,1.0,0.66,2023-01-16 19:10:32,2023-01-16 19:50:04,有问题
PROD0029_V1_STEP001,PROD0029_V1,PROD0029,交易指令接收,交易,交易部,交易部_5号员工,,1.0,0.63,2023-10-11 09:00:00,2023-10-11 09:37:53,有问题
PROD0029_V1_STEP002,PROD0029_V1,PROD0029,交易执行,交易,交易部,交易部_2号员工,STEP001,2.0,0.95,2023-10-11 09:37:53,2023-10-11 10:34:38,已完成
PROD0029_V1_STEP003,PROD0029_V1,PROD0029,清算处理,清算,清算部,清算部_4号员工,STEP002,2.0,2.16,2023-10-11 10:34:38,2023-10-11 12:44:07,已完成
PROD0029_V1_STEP004,PROD0029_V1,PROD0029,托管行清算核对,清算,清算部,清算部_2号员工,STEP003,2.0,1.31,2023-10-11 12:44:07,2023-10-11 14:02:42,已完成
PROD0029_V1_STEP005,PROD0029_V1,PROD0029,估值计算,估值,估值部,估值部_2号员工,STEP004,2.0,1.65,2023-10-11 14:02:42,2023-10-11 15:41:52,已完成
PROD0029_V1_STEP006,PROD0029_V1,PROD0029,托管行估值核对,估值,估值部,估值部_5号员工,STEP005,2.0,1.45,2023-10-11 15:41:52,2023-10-11 17:08:41,有问题
PROD0029_V1_STEP007,PROD0029_V1,PROD0029,信息披露,披露,披露部,披露部_2号员工,STEP006,1.0,0.71,2023-10-11 17:08:41,2023-10-11 17:51:32,有问题
PROD0029_V2_STEP001,PROD0029_V2,PROD0029,交易指令接收,交易,交易部,交易部_1号员工,,1.0,0.68,2023-06-27 09:00:00,2023-06-27 09:40:35,已完成
PROD0029_V2_STEP002,PROD0029_V2,PROD0029,交易执行,交易,交易部,交易部_2号员工,STEP001,2.0,1.08,2023-06-27 09:40:35,2023-06-27 10:45:37,已完成
PROD0029_V2_STEP003,PROD0029_V2,PROD0029,清算处理,清算,清算部,清算部_5号员工,STEP002,2.0,1.92,2023-06-27 10:45:37,2023-06-27 12:41:05,已完成
PROD0029_V2_STEP004,PROD0029_V2,PROD0029,托管行清算核对,清算,清算部,清算部_3号员工,STEP003,2.0,1.31,2023-06-27 12:41:05,2023-06-27 13:59:37,已完成
PROD0029_V2_STEP005,PROD0029_V2,PROD0029,估值计算,估值,估值部,估值部_3号员工,STEP004,2.0,2.14,2023-06-27 13:59:37,2023-06-27 16:07:52,已完成
PROD0029_V2_STEP006,PROD0029_V2,PROD0029,托管行估值核对,估值,估值部,估值部_4号员工,STEP005,2.0,1.35,2023-06-27 16:07:52,2023-06-27 17:28:38,已完成
PROD0029_V2_STEP007,PROD0029_V2,PROD0029,信息披露,披露,披露部,披露部_5号员工,STEP006,1.0,0.6,2023-06-27 17:28:38,2023-06-27 18:04:32,有问题
PROD0030_V1_STEP001,PROD0030_V1,PROD0030,交易指令接收,交易,交易部,交易部_2号员工,,1.0,0.61,2023-11-17 09:00:00,2023-11-17 09:36:33,有问题
PROD0030_V1_STEP002,PROD0030_V1,PROD0030,交易执行,交易,交易部,交易部_4号员工,STEP001,2.0,1.46,2023-11-17 09:36:33,2023-11-17 11:04:03,已完成
PROD0030_V1_STEP003,PROD0030_V1,PROD0030,交易确认,交易,交易部,交易部_3号员工,STEP002,1.0,0.68,2023-11-17 11:04:03,2023-11-17 11:45:04,已完成
PROD0030_V1_STEP004,PROD0030_V1,PROD0030,清算数据接收,清算,清算部,清算部_2号员工,STEP003,2.0,0.87,2023-11-17 11:45:04,2023-11-17 12:37:14,已完成
PROD0030_V1_STEP005,PROD0030_V1,PROD0030,清算处理,清算,清算部,清算部_5号员工,STEP004,2.0,1.48,2023-11-17 12:37:14,2023-11-17 14:06:13,有问题
